fullcategory,category,category_full,Gene.Name,Gene.Full.Name,A..ocellaris.Gene.ID,gene
pigmentation (melanocyte development),pigmentation,melanophore,mef2cb,Myocyte Enhancer Factor 2C b,111584796,XP_035796785.1
pigmentation (melanocyte development),pigmentation,melanophore,mib1,MIB E3 Ubiquitin Protein Ligase 1,111579509,XP_054870008.1
pigmentation (melanocyte development),pigmentation,melanophore,mib1,MIB E3 Ubiquitin Protein Ligase 1,111579509,XP_054870009.1
pigmentation (melanocyte development),pigmentation,melanophore,mib2,MIB E3 Ubiquitin Protein Ligase 2,111564738,XP_035801471.1
pigmentation (melanocyte development),pigmentation,melanophore,mib2,MIB E3 Ubiquitin Protein Ligase 2,111564738,XP_023120281.1
pigmentation (melanocyte development),pigmentation,melanophore,myc,"MYC Proto-Oncogene, BHLH Transcription Factor",111570036,XP_035805116.1
pigmentation (melanocyte development),pigmentation,melanophore,myc,"MYC Proto-Oncogene, BHLH Transcription Factor",111570036,XP_023128324.1
pigmentation (melanocyte development),pigmentation,melanophore,myo5a,Myosin VA,111562842,XP_054865516.1
pigmentation (melanocyte development),pigmentation,melanophore,myo5a,Myosin VA,111562842,XP_054865519.1
pigmentation (melanocyte development),pigmentation,melanophore,nrg1,Neuregulin 1,111579151,XP_023142073.2
pigmentation (melanocyte development),pigmentation,melanophore,nrg1,Neuregulin 1,111579151,XP_035811364.2
pigmentation (melanocyte development),pigmentation,melanophore,oprm1,Opioid Receptor Mu 1,111571496,XP_023130448.3
pigmentation (melanocyte development),pigmentation,melanophore,psen1,Presenilin 1,111573543,XP_023133530.1
pigmentation (melanocyte development),pigmentation,melanophore,rab27a,"RAB27a, Member RAS Oncogene Family",111577786,XP_023139995.1
pigmentation (melanocyte development),pigmentation,melanophore,rab27a,"RAB27a, Member RAS Oncogene Family",111577786,XP_035810519.1
pigmentation (melanocyte development),pigmentation,melanophore,recql4,RecQ Like Helicase 4,111585219,XP_023150386.2
pigmentation (melanocyte development),pigmentation,melanophore,recql4,RecQ Like Helicase 4,111585219,XP_054873614.1
pigmentation (melanocyte development),pigmentation,melanophore,scarb2a,Scavenger Receptor Class B Member 2 a,111580395,XP_023143891.1
pigmentation (melanocyte development),pigmentation,melanophore,scarb2a,Scavenger Receptor Class B Member 2 a,111580395,XP_023143892.1
pigmentation (melanocyte development),pigmentation,melanophore,scg2a,Secretogranin II,111577112,XP_054868459.1
pigmentation (melanocyte development),pigmentation,melanophore,scg2a,Secretogranin II,111577112,XP_023138984.2
pigmentation (melanocyte development),pigmentation,melanophore,sfxn1,Sideroflexin 1,111583213,XP_023147956.1
pigmentation (melanocyte development),pigmentation,melanophore,sfxn1,Sideroflexin 1,111583213,XP_054872290.1
pigmentation (melanocyte development),pigmentation,melanophore,snai2,Snail Family Transcriptional Repressor 2,111577416,XP_023139449.1
pigmentation (melanocyte development),pigmentation,melanophore,sox2,SRY-Box Transcription Factor 2,129347244,XP_054874327.1
pigmentation (melanocyte development),pigmentation,melanophore,tpcn2,Two Pore Segment Channel 2,111585663,XP_023150989.2
pigmentation (melanocyte development),pigmentation,melanophore,usp13,Ubiquitin Specific Peptidase 13,111565993,XP_023122098.1
pigmentation (melanocyte development),pigmentation,melanophore,usp13,Ubiquitin Specific Peptidase 13,111565993,XP_023122099.1
pigmentation (melanocyte development),pigmentation,melanophore,vps18,VPS18 Core Subunit Of CORVET And HOPS Complexes,111574739,XP_023135259.1
pigmentation (melanocyte development),pigmentation,melanophore,wnt1,Wnt Family Member 1,111581815,XP_023145937.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,asip1,Agouti-Signaling Protein 1,111579630,XP_023142744.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,atrn,Attractin,111569313,XP_023127125.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,clcn7,Chloride Voltage-Gated Channel 7,111580445,XP_023143949.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,clcn7,Chloride Voltage-Gated Channel 7,111580445,XP_023143951.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,corin,"Corin, Serine Peptidase",111563424,XP_035800451.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,corin,"Corin, Serine Peptidase",111563424,XP_035800452.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,ctns,"Cystinosin, Lysosomal Cystine Transporter",111582255,XP_054872295.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,ctns,"Cystinosin, Lysosomal Cystine Transporter",111582255,XP_023146613.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,drd2,Dopamine Receptor D2,111564953,XP_023120613.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,krt2,Keratin 2,111565881,XP_023121946.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,mc1r,Melanocortin 1 Receptor,111577151,XP_035810117.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,mgrn1,Mahogunin Ring Finger 1,111582066,XP_023146312.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,mgrn1,Mahogunin Ring Finger 1,111582066,XP_023146313.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,myg1,MYG1 Exonuclease,111578109,XP_023140478.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,nf1,Neurofibromin 1,111577483,XP_054867811.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,nf1,Neurofibromin 1,111577483,XP_054867812.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,ostm1,Osteoclastogenesis Associated Transmembrane Protein 1,111580083,XP_023143433.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,pah,Phenylalanine Hydroxylase,111586654,XP_054862586.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,pomcaa,Proopiomelanocortin aa,111577563,XP_023139672.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,pomcab,Proopiomelanocortin ab,111580118,XP_023143476.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,pomcab,Proopiomelanocortin ab,111580118,XP_023143477.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,pomcb,Proopiomelanocortin b,111584656,XP_023149616.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,rab32a,"RAB32a, Member RAS Oncogene Family",111572592,XP_023132095.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,rab32b,"RAB32b, Member RAS Oncogene Family",111578568,XP_023141217.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,rab38a,"RAB38a, Member RAS Oncogene Family",111572665,XP_023132191.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,rab38b,"RAB38b, Member RAS Oncogene Family",111575873,XP_023137043.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,shroom2,Shroom Family Member 2,111581779,XP_035813078.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,shroom2,Shroom Family Member 2,111581779,XP_035813079.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,slc7a11,Solute Carrier Family 7 Member 11,111572371,XP_023131798.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,zeb2a,Zinc Finger E-Box Binding Homeobox 2 a,111581848,XP_023145986.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,zeb2a,Zinc Finger E-Box Binding Homeobox 2 a,111581848,XP_035813125.2
pigmentation (melanogenesis regulation),pigmentation,melanophore,zeb2b,Zinc Finger E-Box Binding Homeobox 2 b,111588236,XP_023154246.1
pigmentation (melanogenesis regulation),pigmentation,melanophore,zeb2b,Zinc Finger E-Box Binding Homeobox 2 b,111588236,XP_035798911.1
pigmentation (melanophore development),pigmentation,melanophore,adam17a,ADAM Metallopeptidase Domain 17,111565930,XP_023122016.1
pigmentation (melanophore development),pigmentation,melanophore,adam17a,ADAM Metallopeptidase Domain 17,111565930,XP_023122017.1
pigmentation (melanophore development),pigmentation,melanophore,adam17b,ADAM Metallopeptidase Domain 17,111587227,XP_023152881.2
pigmentation (melanophore development),pigmentation,melanophore,csf1ra,Colony Stimulating Factor 1 Receptor a,111569513,XP_023127445.1
pigmentation (melanophore development),pigmentation,melanophore,csf1ra,Colony Stimulating Factor 1 Receptor a,111569513,XP_054872884.1
pigmentation (melanophore development),pigmentation,melanophore,dct,Dopachrome Tautomerase,111569955,XP_023128196.2
pigmentation (melanophore development),pigmentation,melanophore,ednrb,Endothelin Receptor Type B,111588081,XP_023153991.1
pigmentation (melanophore development),pigmentation,melanophore,erbb3b,Erb-B2 Receptor Tyrosine Kinase 3 b,111581826,XP_035813109.2
pigmentation (melanophore development),pigmentation,melanophore,erbb3b,Erb-B2 Receptor Tyrosine Kinase 3 b,111581826,XP_023145954.2
pigmentation (melanophore development),pigmentation,melanophore,foxd3,Forkhead Box D3,111575420,XP_023136298.1
pigmentation (melanophore development),pigmentation,melanophore,gch2,GTP Cyclohydrolase 2,111577902,XP_023140182.1
pigmentation (melanophore development),pigmentation,melanophore,gfpt1,Glutamine-Fructose-6-Phosphate Transaminase 1,111579812,XP_023143035.2
pigmentation (melanophore development),pigmentation,melanophore,gja5,Gap Junction Protein Alpha 5,111578947,XP_035811242.1
pigmentation (melanophore development),pigmentation,melanophore,gja5,Gap Junction Protein Alpha 5,111578947,XP_035811243.1
pigmentation (melanophore development),pigmentation,melanophore,hdac1,Histone Deacetylase 1,111578469,XP_023141067.1
pigmentation (melanophore development),pigmentation,melanophore,hdac1,Histone Deacetylase 1,111578469,XP_023141068.1
pigmentation (melanophore development),pigmentation,melanophore,igsf11,Immunoglobulin Superfamily Member 11,111570136,XP_054867939.1
pigmentation (melanophore development),pigmentation,melanophore,igsf11,Immunoglobulin Superfamily Member 11,111570136,XP_054867940.1
pigmentation (melanophore development),pigmentation,melanophore,impdh1a,Inosine Monophosphate Dehydrogenase 1a,111564887,XP_054865258.1
pigmentation (melanophore development),pigmentation,melanophore,impdh1b,Inosine Monophosphate Dehydrogenase 1b,111578142,XP_023140524.2
pigmentation (melanophore development),pigmentation,melanophore,impdh1b,Inosine Monophosphate Dehydrogenase 1b,111578142,XP_035810736.1
pigmentation (melanophore development),pigmentation,melanophore,kcnj13,Potassium Inwardly Rectifying Channel Subfamily J Member 13,111566972,XP_023123556.1
pigmentation (melanophore development),pigmentation,melanophore,kcnj13,Potassium Inwardly Rectifying Channel Subfamily J Member 13,111566972,XP_054868214.1
pigmentation (melanophore development),pigmentation,melanophore,kita,"KIT Proto-Oncogene, Receptor Tyrosine Kinase",111569601,XP_023127591.2
pigmentation (melanophore development),pigmentation,melanophore,kita,"KIT Proto-Oncogene, Receptor Tyrosine Kinase",111569601,XP_023127592.2
pigmentation (melanophore development),pigmentation,melanophore,kitlg,KIT ligand,111572796,XP_023132384.1
pigmentation (melanophore development),pigmentation,melanophore,mitfa,Melanocyte Inducing Transcription Factor a,111566142,XP_035802441.2
pigmentation (melanophore development),pigmentation,melanophore,mitfa,Melanocyte Inducing Transcription Factor a,111566142,XP_035802442.1
pigmentation (melanophore development),pigmentation,melanophore,mitfb,Melanocyte Inducing Transcription Factor b,111572087,XP_023131365.1
pigmentation (melanophore development),pigmentation,melanophore,mitfb,Melanocyte Inducing Transcription Factor b,111572087,XP_023131366.1
pigmentation (melanophore development),pigmentation,melanophore,mlpha,Melanophilin a,111570308,XP_054864285.1
pigmentation (melanophore development),pigmentation,melanophore,mlpha,Melanophilin a,111570308,XP_054864286.1
pigmentation (melanophore development),pigmentation,melanophore,mlphb,Melanophilin b,111575553,XP_054871437.1
pigmentation (melanophore development),pigmentation,melanophore,mlphb,Melanophilin b,111575553,XP_054871438.1
pigmentation (melanophore development),pigmentation,melanophore,mreg,Melanoregulin,111584902,XP_023150016.1
pigmentation (melanophore development),pigmentation,melanophore,mtrex,Mtr4 Exosome RNA Helicase,111564818,XP_023120395.1
pigmentation (melanophore development),pigmentation,melanophore,oca2,OCA2 Melanosomal Transmembrane Protein,111566467,XP_023122831.2
pigmentation (melanophore development),pigmentation,melanophore,rnf41,Ring Finger Protein 41,111582689,XP_023147317.1
pigmentation (melanophore development),pigmentation,melanophore,sf3b1,Splicing Factor 3b Subunit 1,111583816,XP_023148826.1
pigmentation (melanophore development),pigmentation,melanophore,sf3b1,Splicing Factor 3b Subunit 1,111583816,XP_023148827.1
pigmentation (melanophore development),pigmentation,melanophore,slc24a5,Solute Carrier Family 24 Member 5,111565752,XP_035802184.2
pigmentation (melanophore development),pigmentation,melanophore,slc45a2,Solute Carrier Family 45 Member 2,111564845,XP_023120446.1
pigmentation (melanophore development),pigmentation,melanophore,sox10,SRY-Box Transcription Factor 10,111580815,XP_023144490.1
pigmentation (melanophore development),pigmentation,melanophore,sox10,SRY-Box Transcription Factor 10,111580815,XP_023144491.1
pigmentation (melanophore development),pigmentation,melanophore,sox18,SRY-Box Transcription Factor 18,111587464,XP_023153190.1
pigmentation (melanophore development),pigmentation,melanophore,sox9,SRY-Box Transcription Factor 9,111579412,XP_023142462.1
pigmentation (melanophore development),pigmentation,melanophore,tfap2e,Transcription Factor AP-2 Epsilon,111568883,XP_054873619.1
pigmentation (melanophore development),pigmentation,melanophore,tfap2e,Transcription Factor AP-2 Epsilon,111568883,XP_054873620.1
pigmentation (melanophore development),pigmentation,melanophore,trpm7,Transient Receptor Potential Cation Channel Subfamily M Member 7,111568465,XP_023125898.1
pigmentation (melanophore development),pigmentation,melanophore,trpm7,Transient Receptor Potential Cation Channel Subfamily M Member 7,111568465,XP_023125899.1
pigmentation (melanophore development),pigmentation,melanophore,tyr,Tyrosinase,111572659,XP_023132182.1
pigmentation (melanophore development),pigmentation,melanophore,tyrp1a,Tyrosinase Related Protein 1 a,111564118,XP_023119285.2
pigmentation (melanophore development),pigmentation,melanophore,tyrp1b,Tyrosinase Related Protein 1 b,111574879,XP_023135455.1
pigmentation (melanophore development),pigmentation,melanophore,vps11,VPS11 Core Subunit Of CORVET And HOPS Complexes,111572712,XP_054873482.1
pigmentation (melanophore development),pigmentation,melanophore,zic2a,Zic Family Member 2 a,111572816,XP_023132413.1
pigmentation (melanophore development),pigmentation,melanophore,zic2b,Zic Family Member 2 b,111586671,XP_023152218.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,ankrd27,Ankyrin Repeat Domain 27,111564056,XP_035800918.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,ankrd27,Ankyrin Repeat Domain 27,111564056,XP_023119162.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,ap1g1,Adaptor Related Protein Complex 1 Subunit Gamma 1,111566210,XP_023122462.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,ap1m1,Adaptor Related Protein Complex 1 Subunit Mu 1,111575486,XP_023136409.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,ap1m1,Adaptor Related Protein Complex 1 Subunit Mu 1,111575486,XP_035808878.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,ap3b1,Adaptor Related Protein Complex 3 Subunit Beta 1,111572635,XP_035806944.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,ap3b1,Adaptor Related Protein Complex 3 Subunit Beta 1,111572635,XP_023132157.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,ap3d1,Adaptor Related Protein Complex 3 Subunit Delta 1,111564934,XP_054873626.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,ap3d1,Adaptor Related Protein Complex 3 Subunit Delta 1,111564934,XP_023120584.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,arcn1,Archain 1,111585447,XP_023150710.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s1,Biogenesis of Lysosomal Organelles Complex 1 Subunit 1,111576061,XP_023137329.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s2,Biogenesis of Lysosomal Organelles Complex 1 Subunit 2,111581128,XP_023144920.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s3,Biogenesis of Lysosomal Organelles Complex 1 Subunit 3,111566296,XP_023122586.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s3,Biogenesis of Lysosomal Organelles Complex 1 Subunit 3,111566296,XP_054868366.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s4,Biogenesis of Lysosomal Organelles Complex 1 Subunit 4,111574267,XP_023134541.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s4,Biogenesis of Lysosomal Organelles Complex 1 Subunit 4,111574267,XP_023134542.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s5,Biogenesis of Lysosomal Organelles Complex 1 Subunit 5,111589150,XP_023155662.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s6,Biogenesis of Lysosomal Organelles Complex 1 Subunit 6,111565742,XP_023121727.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,bloc1s6,Biogenesis of Lysosomal Organelles Complex 1 Subunit 6,111565742,XP_023121728.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,cd63,CD63 Molecule,111581965,XP_023146203.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,dtnbp1,Dystrobrevin Binding Protein 1,111567565,XP_023124535.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,dtnbp1,Dystrobrevin Binding Protein 1,111567565,XP_054873896.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,fig4a,FIG4 Phosphoinositide 5-Phosphatase a,111574215,XP_054872119.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,fig4a,FIG4 Phosphoinositide 5-Phosphatase a,111574215,XP_054872120.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,gpr143,G Protein-Coupled Receptor 143,111588960,XP_023155369.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,hps3,HPS3 Biogenesis Of Lysosomal Organelles Complex 2 Subunit 1,111570908,XP_035805715.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,hps3,HPS3 Biogenesis Of Lysosomal Organelles Complex 2 Subunit 1,111570908,XP_023129676.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,hps5,HPS5 Biogenesis Of Lysosomal Organelles Complex 2 Subunit 2,111584099,XP_023149127.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,kif13a,Kinesin Family Member 13A,111572015,XP_035806522.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,kif13a,Kinesin Family Member 13A,111572015,XP_023131250.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,lyst,Lysosomal Trafficking Regulator,111573714,XP_054874583.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,lyst,Lysosomal Trafficking Regulator,111573714,XP_054874584.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,mlana,Melan-A,111566831,XP_023123380.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,napba,"N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase ba",111586216,XP_023151678.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,napba,"N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase ba",111586216,XP_023151679.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,napbb,"N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase bb",111569674,XP_023127711.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,napbb,"N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase bb",111569674,XP_023127712.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,nsf,"N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase",111566414,XP_023122760.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,nsf,"N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase",111566414,XP_035802590.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,pmela,Melanocyte Protein PMEL-like a,111579761,XP_035811694.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,pmela,Melanocyte Protein PMEL-like a,111579761,XP_035811695.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,pmelb,Melanocyte Protein PMEL-like b,111586648,XP_054868663.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,rabggta,Rab Geranylgeranyltransferase Subunit Alpha,111569603,XP_023127595.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,snapin,SNAP Associated Protein,111580944,XP_023144670.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,th,Tyrosine Hydroxylase,111582533,XP_023147014.2
pigmentation (melanosome biogenesis),pigmentation,melanophore,trappc6b,Trafficking Protein Particle Complex Subunit 6B,111576075,XP_035809389.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,trappc6b,Trafficking Protein Particle Complex Subunit 6B,111576075,XP_035809390.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,txndc5,Thioredoxin Domain Containing 5,111589140,XP_023155636.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,vps33a,VPS33A Core Subunit Of CORVET And HOPS Complexes,111580374,XP_023143869.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,vps39,VPS39 Subunit Of HOPS Complex,111573542,XP_054862047.1
pigmentation (melanosome biogenesis),pigmentation,melanophore,vps39,VPS39 Subunit Of HOPS Complex,111573542,XP_023133529.2
pigmentation (melanosome transport),pigmentation,melanophore,agrp,Agouti Related Neuropeptide,111586724,XP_023152276.1
pigmentation (melanosome transport),pigmentation,melanophore,dctn1,Dynactin Subunit 1,111582149,XP_035813523.1
pigmentation (melanosome transport),pigmentation,melanophore,dctn1,Dynactin Subunit 1,111582149,XP_035813528.1
pigmentation (melanosome transport),pigmentation,melanophore,dctn2,Dynactin Subunit 2,111576950,XP_023138698.1
pigmentation (melanosome transport),pigmentation,melanophore,ippk,Inositol-Pentakisphosphate 2-Kinase,111587913,XP_023153812.2
pigmentation (melanosome transport),pigmentation,melanophore,map2k1,Mitogen-Activated Protein Kinase Kinase 1,111573164,XP_023132950.1
pigmentation (melanosome transport),pigmentation,melanophore,map2k1,Mitogen-Activated Protein Kinase Kinase 1,111573164,XP_054863324.1
pigmentation (melanosome transport),pigmentation,melanophore,myo7aa,Myosin VIIA a,111579400,XP_054868502.1
pigmentation (melanosome transport),pigmentation,melanophore,myo7aa,Myosin VIIA a,111579400,XP_054868503.1
pigmentation (melanosome transport),pigmentation,melanophore,myo7ab,Myosin VIIA b,111564143,XP_054873307.1
pigmentation (melanosome transport),pigmentation,melanophore,myo7ab,Myosin VIIA b,111564143,XP_035801013.2
pigmentation (melanosome transport),pigmentation,melanophore,rab1a,"RAB1A, Member RAS Oncogene Family",111577180,XP_023139086.1
pigmentation (melanosome transport),pigmentation,melanophore,rab11a,"RAB11A, Member RAS Oncogene Family",111568000,XP_023125203.1
pigmentation (melanosome transport),pigmentation,melanophore,rab11b,"RAB11B, Member RAS Oncogene Family",111563469,XP_023118313.1
pigmentation (melanosome transport),pigmentation,melanophore,rab17,"RAB17, Member RAS Oncogene Family",111580613,XP_023144203.2
pigmentation (melanosome transport),pigmentation,melanophore,rab3ip,RAB3A Interacting Protein,111579127,XP_054862656.1
pigmentation (melanosome transport),pigmentation,melanophore,rab3ip,RAB3A Interacting Protein,111579127,XP_054862657.1
pigmentation (melanosome transport),pigmentation,melanophore,rab8,"RAB8, Member RAS Oncogene Family",111575493,XP_023136423.1
pigmentation (melanosome transport),pigmentation,melanophore,ric8a,RIC8 Guanine Nucleotide Exchange Factor A,111575961,XP_035809320.2
pigmentation (melanosome transport),pigmentation,melanophore,ric8a,RIC8 Guanine Nucleotide Exchange Factor A,111575961,XP_023137186.1
pigmentation (melanosome transport),pigmentation,melanophore,ric8b,RIC8 Guanine Nucleotide Exchange Factor B,111586639,XP_023152168.1
pigmentation (melanosome transport),pigmentation,melanophore,ric8b,RIC8 Guanine Nucleotide Exchange Factor B,111586639,XP_023152169.1
pigmentation (melanosome transport),pigmentation,melanophore,tmem33,Transmembrane Protein 33,111578173,XP_023140584.2
pigmentation (melanosome transport),pigmentation,melanophore,tpcn2,Two Pore Segment Channel 2,111585663,XP_023150989.2
pigmentation (melanosome transport),pigmentation,melanophore,trappc6b,Trafficking Protein Particle Complex Subunit 6B,111576075,XP_035809389.1
pigmentation (melanosome transport),pigmentation,melanophore,trappc6b,Trafficking Protein Particle Complex Subunit 6B,111576075,XP_035809390.1
pigmentation (pigment cell differentiation),pigmentation,pigmentation,bnc2,Basonuclin Zinc Finger Protein 2,111581947,XP_054865958.1
pigmentation (pigment cell differentiation),pigmentation,pigmentation,bnc2,Basonuclin Zinc Finger Protein 2,111581947,XP_054865959.1
pigmentation (pigment cell differentiation),pigmentation,pigmentation,cdh2,Cadherin 2,111578999,XP_023141811.2
pigmentation (pigment cell differentiation),pigmentation,pigmentation,lef1,Lymphoid Enhancer Binding Factor 1,111586156,XP_023151609.1
pigmentation (pigment cell differentiation),pigmentation,pigmentation,lef1,Lymphoid Enhancer Binding Factor 1,111586156,XP_023151610.1
pigmentation (pigment cell differentiation),pigmentation,pigmentation,nrarp,NOTCH Regulated Ankyrin Repeat Protein,111585043,XP_054875178.1
pigmentation (pigment cell differentiation),pigmentation,pigmentation,ovol1,Ovo Like Transcriptional Repressor 1,111584520,XP_023149448.1
pigmentation (pigment cell differentiation),pigmentation,pigmentation,wnt1,Wnt Family Member 1,111581815,XP_023145937.1
pigmentation (pigment cell differentiation),pigmentation,pigmentation,wnt3a,Wnt Family Member 3A,111568640,XP_023126140.1
pigmentation (pteridine synthesis),pigmentation,iridophore,gart,"Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase",111587765,XP_023153638.2
pigmentation (pteridine synthesis),pigmentation,iridophore,gart,"Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase",111587765,XP_023153639.2
pigmentation (pteridine synthesis),pigmentation,iridophore,gchfr,GTP Cyclohydrolase I Feedback Regulator,111570517,XP_023129095.1
pigmentation (pteridine synthesis),pigmentation,iridophore,mycbp2,MYC binding protein 2,111568452,XP_054870870.1
pigmentation (pteridine synthesis),pigmentation,iridophore,mycbp2,MYC binding protein 2,111568452,XP_054870871.1
pigmentation (pteridine synthesis),pigmentation,iridophore,paics,Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase,111569591,XP_054872645.1
pigmentation (pteridine synthesis),pigmentation,iridophore,paics,Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase,111569591,XP_054872646.1
pigmentation (pteridine synthesis),pigmentation,iridophore,pcbd1,Pterin-4 Alpha-Carbinolamine Dehydratase 1,111573096,XP_023132844.1
pigmentation (pteridine synthesis),pigmentation,iridophore,pcbd2,Pterin-4 Alpha-Carbinolamine Dehydratase 2,111569201,XP_023126986.2
pigmentation (pteridine synthesis),pigmentation,iridophore,pts,6-Pyruvoyltetrahydropterin Synthase,111564647,XP_023120117.2
pigmentation (pteridine synthesis),pigmentation,iridophore,qdpr,Quinoid Dihydropteridine Reductase,111567571,XP_023124590.1
pigmentation (pteridine synthesis),pigmentation,iridophore,spra,Sepiapterin Reductase a,111576071,XP_023137343.1
pigmentation (pteridine synthesis),pigmentation,iridophore,sprb,Sepiapterin Reductase b,111573470,XP_054867610.1
pigmentation (pteridine synthesis),pigmentation,iridophore,xdh,Xanthine Dehydrogenase,111587270,XP_023152952.1
pigmentation (xanthophore development),pigmentation,xanthophore,csf1ra,Colony Stimulating Factor 1 Receptor a,111569513,XP_023127445.1
pigmentation (xanthophore development),pigmentation,xanthophore,csf1ra,Colony Stimulating Factor 1 Receptor a,111569513,XP_054872884.1
pigmentation (xanthophore development),pigmentation,xanthophore,gch1,GTP Cyclohydrolase 1,111586034,XP_054867024.1
pigmentation (xanthophore development),pigmentation,xanthophore,ghra,Growth Hormone Receptor a,111575664,XP_023136701.2
